County Code,District Code,School Code,Total Tested At Entity Level,Total Tested with Scores,Grade,Test Id,CAASPP Reported Enrollment,Students Tested,Mean Scale Score,Percent Standard Exceeded,Percentage Standard Met,Percentage Standard Met and Above,Percentage Standard Nearly Met,Percentage Standard Not Met,Students with Scores
37,68452,6059810,718,718,8,ELA,230,226,2521.5,7.08,21.24,28.32,38.5,33.19,226
37,68338,6061964,1064,1064,3,ELA,52,51,2466,41.18,23.53,64.71,19.61,15.69,51
37,68338,6061964,1064,1064,8,ELA,265,261,2558.1,13.41,34.48,47.89,27.97,24.14,261
37,68338,6061964,1064,1064,11,ELA,116,116,2653.4,43.1,34.48,77.59,18.1,4.31,116
37,68338,6061972,664,664,8,ELA,227,222,2597.7,21.62,46.85,68.47,20.27,11.26,222
37,68338,6061980,633,633,8,ELA,228,212,2512.8,5.19,25.94,31.13,26.42,42.45,212
37,68346,6061998,529,529,8,ELA,266,259,2623.1,36.29,37.84,74.13,16.99,8.88,259
37,68411,6062004,910,909,8,ELA,453,435,2542.8,10.8,33.1,43.91,24.83,31.26,435
37,68411,6062012,597,597,8,ELA,319,306,2490.3,5.56,15.03,20.59,27.12,52.29,306
37,68023,6066971,194,194,3,ELA,44,43,2492.7,55.81,30.23,86.05,6.98,6.98,43
37,68080,6066989,384,384,3,ELA,91,90,2462.1,34.44,30,64.44,14.44,21.11,90
37,68098,6066997,203,203,3,ELA,64,64,2436.3,29.69,26.56,56.25,17.19,26.56,64
37,68395,6067029,288,288,3,ELA,81,75,2358.3,4,10.67,14.67,28,57.33,75
37,68361,6068159,559,559,3,ELA,69,67,2403.7,13.43,19.4,32.84,31.34,35.82,67
37,68361,6068159,559,559,8,ELA,127,123,2584.3,14.63,44.72,59.35,27.64,13.01,123
37,67991,6069082,288,288,3,ELA,78,77,2379.1,9.09,19.48,28.57,23.38,48.05,77
37,68023,6069090,323,323,3,ELA,75,74,2388.6,10.81,17.57,28.38,28.38,43.24,74
37,73569,6069108,193,193,3,ELA,69,69,2392.8,15.94,17.39,33.33,26.09,40.58,69
37,68338,6069116,375,375,3,ELA,135,129,2476.2,44.19,27.13,71.32,20.16,8.53,129
37,68452,6069124,291,291,3,ELA,93,90,2462.1,36.67,30,66.67,21.11,12.22,90
37,68023,6070825,171,171,3,ELA,39,37,2383.4,13.51,16.22,29.73,24.32,45.95,37
37,68197,6070833,378,378,3,ELA,104,102,2456.1,39.22,21.57,60.78,21.57,17.65,102
37,68296,6070841,283,283,3,ELA,87,86,2496.5,55.81,24.42,80.23,12.79,6.98,86
37,68296,6070858,363,363,3,ELA,121,117,2491.8,49.57,29.91,79.49,11.97,8.55,117
37,68296,6070866,1105,1105,8,ELA,393,373,2603.8,23.32,44.5,67.83,22.52,9.65,373
37,68387,6070882,109,109,3,ELA,110,109,2502.9,59.63,19.27,78.9,9.17,11.93,109
37,68411,6070890,792,792,8,ELA,417,405,2537.4,5.68,32.59,38.27,32.35,29.38,405
37,68312,6070908,213,213,8,ELA,71,59,2645,40.68,50.85,91.53,5.08,3.39,59
37,68338,6071914,276,275,3,ELA,100,96,2444.6,29.17,33.33,62.5,15.63,21.88,96
37,68338,6077317,179,179,3,ELA,55,50,2458.6,40,24,64,14,22,50
37,68189,6085047,639,639,8,ELA,237,231,2565.8,14.72,34.63,49.35,29.44,21.21,231
37,68213,6085054,54,54,3,ELA,17,17,2493.9,76.47,0,76.47,0,23.53,17
37,68296,6085088,348,348,3,ELA,105,103,2460,31.07,39.81,70.87,21.36,7.77,103
37,68379,6085146,135,135,3,ELA,143,135,2368.2,6.67,17.04,23.7,31.11,45.19,135
37,68361,6085153,675,675,3,ELA,116,115,2462.3,38.26,27.83,66.09,13.91,20,115
37,68361,6085153,675,675,8,ELA,102,101,2603.3,25.74,43.56,69.31,17.82,12.87,101
37,68361,6085161,462,461,3,ELA,88,87,2409.9,20.93,17.44,38.37,30.23,31.4,86
37,68361,6085161,462,461,8,ELA,92,90,2570.3,13.33,40,53.33,25.56,21.11,90
37,68056,6088983,180,180,3,ELA,48,47,2504.4,55.32,25.53,80.85,17.02,2.13,47
37,73569,6088991,213,213,3,ELA,62,61,2343.5,4.92,8.2,13.11,19.67,67.21,61
37,68338,6089015,296,296,3,ELA,89,89,2490,52.81,28.09,80.9,8.99,10.11,89
37,68338,6089023,191,191,3,ELA,76,73,2461.1,38.36,28.77,67.12,19.18,13.7,73
37,68338,6089049,323,323,3,ELA,87,87,2461.8,39.08,25.29,64.37,24.14,11.49,87
37,68338,6089056,215,215,3,ELA,89,85,2473.7,47.06,25.88,72.94,16.47,10.59,85
37,68338,6089064,222,222,3,ELA,73,68,2392.2,7.35,27.94,35.29,27.94,36.76,68
37,67991,6093207,803,803,8,ELA,272,260,2554.8,12.31,31.92,44.23,34.23,21.54,260
37,68098,6093215,983,983,8,ELA,365,355,2526.6,6.2,28.73,34.93,28.73,36.34,355
37,68296,6093223,1261,1261,8,ELA,420,410,2603.6,25.37,41.22,66.59,23.41,10,410
37,68296,6093231,258,258,3,ELA,81,78,2482.3,39.74,37.18,76.92,15.38,7.69,78
37,68338,6093256,273,273,3,ELA,99,96,2450.7,33.33,32.29,65.63,18.75,15.63,96
37,68379,6093264,486,486,3,ELA,123,112,2403,14.29,20.54,34.82,33.04,32.14,112
37,75614,6093272,838,838,8,ELA,281,259,2540.9,7.34,35.14,42.47,28.57,28.96,259
37,68395,6094973,394,394,3,ELA,98,94,2389.2,12.77,23.4,36.17,24.47,39.36,94
37,68023,6095020,293,293,3,ELA,72,71,2467.8,45.07,23.94,69.01,11.27,19.72,71
37,68023,6095038,316,315,3,ELA,82,79,2431.7,27.85,26.58,54.43,20.25,25.32,79
37,68080,6095046,276,259,3,ELA,63,63,2441.8,25.4,41.27,66.67,19.05,14.29,63
37,68296,6095053,225,225,3,ELA,84,78,2467.3,42.31,29.49,71.79,14.1,14.1,78
37,73791,6095061,1335,1335,8,ELA,465,459,2591.7,25.71,36.6,62.31,21.79,15.9,459
37,68338,6096051,248,248,3,ELA,89,85,2444.9,27.06,30.59,57.65,24.71,17.65,85
37,68114,6096515,302,302,3,ELA,83,81,2494.9,51.85,34.57,86.42,11.11,2.47,81
37,68114,6096515,302,302,8,ELA,35,35,2632.7,28.57,54.29,82.86,11.43,5.71,35
37,68338,6096598,1029,1028,8,ELA,378,367,2594.8,25.34,39.24,64.58,19.89,15.53,367
37,68338,6096879,227,227,3,ELA,77,71,2460.9,29.58,36.62,66.2,21.13,12.68,71
37,68114,6096911,21,21,3,ELA,*,*,*,*,*,*,*,*,*
37,68155,6097182,221,221,8,ELA,70,70,2592.5,24.29,40,64.29,24.29,11.43,70
37,68213,6097190,210,210,3,ELA,48,46,2357.3,13.04,10.87,23.91,10.87,65.22,46
37,68213,6097190,210,210,8,ELA,28,27,2460.3,0,11.11,11.11,25.93,62.96,27
37,68296,6097208,205,205,3,ELA,76,76,2482.4,48.68,28.95,77.63,18.42,3.95,76
37,68296,6097216,381,381,3,ELA,127,125,2475.2,40.8,32,72.8,18.4,8.8,125
37,68338,6097844,860,860,8,ELA,275,266,2573,20.3,33.08,53.38,27.44,19.17,266
37,68197,6098446,219,219,3,ELA,53,52,2363.5,3.85,23.08,26.92,23.08,50,52
37,68379,6098453,493,493,8,ELA,288,266,2509.8,5.64,23.68,29.32,28.2,42.48,266
37,68395,6098487,450,450,3,ELA,97,95,2375.2,8.42,13.68,22.11,28.42,49.47,95
37,68338,6099055,274,274,3,ELA,103,85,2476.2,45.88,29.41,75.29,12.94,11.76,85
37,68338,6099063,368,368,8,ELA,117,112,2570.4,12.5,45.54,58.04,25.89,16.07,112
37,68338,6099071,299,299,3,ELA,106,105,2525.9,75.24,15.24,90.48,5.71,3.81,105
37,68338,6099089,181,181,3,ELA,69,65,2472.5,41.54,40,81.54,4.62,13.85,65
37,73551,6099352,190,190,3,ELA,64,61,2487.3,57.38,22.95,80.33,9.84,9.84,61
37,68080,6099402,262,262,3,ELA,64,62,2475.2,50,25.81,75.81,16.13,8.06,62
37,68296,6099444,252,252,3,ELA,88,84,2468.8,42.86,29.76,72.62,13.1,14.29,84
37,67991,6101794,316,316,3,ELA,107,102,2431.7,28.43,22.55,50.98,26.47,22.55,102
37,68098,6102750,326,326,3,ELA,111,110,2403.7,16.36,19.09,35.45,36.36,28.18,110
37,68346,6104749,976,976,8,ELA,523,510,2624.3,31.37,47.06,78.43,15.29,6.27,510
37,68304,6105555,292,292,3,ELA,72,72,2433.4,19.44,31.94,51.39,27.78,20.83,72
37,68304,6105563,764,762,8,ELA,388,383,2568.6,14.88,39.69,54.57,25.33,20.1,383
37,68163,6105845,100,100,8,ELA,30,30,2605.3,23.33,36.67,60,33.33,6.67,30
37,68098,6105944,1183,1183,8,ELA,414,403,2545.1,11.66,30.52,42.18,31.27,26.55,403
37,73791,6105993,451,451,3,ELA,148,143,2472.2,44.76,28.67,73.43,13.99,12.59,143
37,67991,6106025,316,316,3,ELA,94,91,2441.1,24.18,35.16,59.34,24.18,16.48,91
37,68080,6106132,390,390,3,ELA,92,91,2490.2,51.65,29.67,81.32,10.99,7.69,91
37,68387,6106140,72,72,3,ELA,76,72,2523.6,68.06,27.78,95.83,4.17,0,72
37,68338,6106173,428,428,3,ELA,52,52,2417.7,21.15,28.85,50,21.15,28.85,52
37,68338,6106173,428,428,8,ELA,89,89,2570.7,17.98,37.08,55.06,23.6,21.35,89
37,68338,6106181,882,882,8,ELA,291,283,2602,24.03,45.94,69.96,17.31,12.72,283
37,68338,6106199,542,542,3,ELA,204,198,2428.2,23.74,26.77,50.51,26.26,23.23,198
37,67967,6106256,161,161,3,ELA,66,63,2437.7,23.81,36.51,60.32,22.22,17.46,63
37,73551,6106512,310,310,3,ELA,90,90,2479.3,47.78,27.78,75.56,15.56,8.89,90
37,68296,6106520,246,246,3,ELA,78,78,2461,34.62,37.18,71.79,15.38,12.82,78
37,73569,6106546,282,282,3,ELA,106,106,2389.9,15.09,16.04,31.13,25.47,43.4,106
37,68452,6107031,305,305,3,ELA,81,80,2430.1,15,38.75,53.75,25,21.25,80
37,68338,6107056,932,932,8,ELA,306,303,2631,35.64,46.2,81.85,9.57,8.58,303
37,73791,6107148,385,385,3,ELA,112,110,2451.6,30,30,60,25.45,14.55,110
37,68296,6107460,1452,1451,8,ELA,485,474,2607.3,28.27,38.82,67.09,21.52,11.39,474
37,68452,6107577,1015,1008,8,ELA,343,328,2527.5,7.36,27.3,34.66,30.06,35.28,326
37,68452,6107585,420,420,3,ELA,140,140,2426.9,24.29,30,54.29,18.57,27.14,140
37,68023,6107775,310,310,3,ELA,73,73,2457.2,35.62,24.66,60.27,28.77,10.96,73
37,68098,6107882,333,333,3,ELA,113,111,2455.2,34.23,26.13,60.36,27.03,12.61,111
37,68098,6107882,333,333,8,ELA,*,*,*,*,*,*,*,*,*
37,68304,6107999,259,259,3,ELA,61,59,2406.9,18.64,23.73,42.37,23.73,33.9,59
37,73569,6108211,327,326,3,ELA,102,100,2436,30.3,24.24,54.55,27.27,18.18,99
37,68023,6108492,322,322,3,ELA,81,76,2458.5,35.53,32.89,68.42,11.84,19.74,76
37,68080,6108534,314,314,3,ELA,76,75,2479.8,52,25.33,77.33,9.33,13.33,75
37,68221,6108559,235,235,3,ELA,67,63,2425.1,25.4,26.98,52.38,20.63,26.98,63
37,76851,6108567,564,564,8,ELA,210,205,2606.1,24.88,42.44,67.32,21.95,10.73,205
37,68452,6108708,383,381,3,ELA,136,132,2467,40.15,28.79,68.94,21.21,9.85,132
37,73791,6108872,415,415,3,ELA,151,149,2454.5,38.26,22.15,60.4,22.82,16.78,149
37,67967,6109086,178,178,3,ELA,53,53,2426.5,26.42,18.87,45.28,33.96,20.75,53
37,73551,6109201,363,363,3,ELA,105,103,2490.8,58.25,19.42,77.67,12.62,9.71,103
37,68296,6109300,262,262,3,ELA,79,78,2524.9,69.23,23.08,92.31,5.13,2.56,78
37,68296,6109318,370,370,3,ELA,137,134,2476.3,47.01,23.13,70.15,18.66,11.19,134
37,68296,6109326,280,279,3,ELA,104,103,2448.5,34.95,28.16,63.11,17.48,19.42,103
37,68114,6109524,336,336,3,ELA,72,70,2418.7,25.71,17.14,42.86,25.71,31.43,70
37,68338,6109599,296,296,3,ELA,106,97,2440.4,32.99,20.62,53.61,28.87,17.53,97
37,68023,6109771,261,261,3,ELA,58,55,2475.6,43.64,30.91,74.55,16.36,9.09,55
37,67967,6109953,33,33,3,ELA,*,*,*,*,*,*,*,*,*
37,67967,6109953,33,33,8,ELA,*,*,*,*,*,*,*,*,*
37,73569,6109995,408,408,3,ELA,125,121,2440.6,25.62,32.23,57.85,23.97,18.18,121
37,68189,6110092,287,287,3,ELA,97,95,2389.7,12.63,21.05,33.68,22.11,44.21,95
37,68098,6110381,357,357,3,ELA,96,95,2384.1,11.58,15.79,27.37,29.47,43.16,95
37,68452,6110399,365,365,3,ELA,115,114,2446.6,36.84,21.05,57.89,23.68,18.42,114
37,68452,6110407,263,263,3,ELA,81,80,2403.3,20,20,40,22.5,37.5,80
37,68056,6110696,312,312,3,ELA,63,63,2530.5,76.19,12.7,88.89,9.52,1.59,63
37,68304,6110720,283,283,3,ELA,56,55,2439.1,29.09,29.09,58.18,20,21.82,55
37,67991,6110787,219,219,3,ELA,80,77,2425.1,28.57,23.38,51.95,20.78,27.27,77
37,68296,6110878,162,162,3,ELA,54,54,2494.8,53.7,22.22,75.93,22.22,1.85,54
37,68296,6110886,358,357,3,ELA,119,113,2458.9,35.4,30.97,66.37,19.47,14.16,113
37,68361,6111041,27,27,3,ELA,*,*,*,*,*,*,*,*,*
37,68361,6111041,27,27,8,ELA,*,*,*,*,*,*,*,*,*
37,68387,6111181,211,211,3,ELA,59,58,2508.9,60.34,18.97,79.31,15.52,5.17,58
37,68197,6111207,274,274,3,ELA,77,73,2453.9,38.36,24.66,63.01,19.18,17.81,73
37,68296,6111306,1229,1229,8,ELA,412,410,2638.3,42.68,36.59,79.27,13.66,7.07,410
37,68296,6111314,343,343,3,ELA,105,103,2511.9,68.93,23.3,92.23,4.85,2.91,103
37,68023,6111322,555,555,3,ELA,105,101,2460.8,39.6,27.72,67.33,15.84,16.83,101
37,68023,6111322,555,555,8,ELA,43,42,2624.2,33.33,45.24,78.57,14.29,7.14,42
37,68098,6111769,289,289,3,ELA,94,93,2386.7,13.98,15.05,29.03,23.66,47.31,93
37,73569,6111777,1415,1415,8,ELA,497,489,2587,17.38,43.35,60.74,27.61,11.66,489
37,67991,6112148,285,285,3,ELA,89,89,2452.4,32.58,30.34,62.92,15.73,21.35,89
37,68452,6112221,1090,1090,8,ELA,368,358,2569.1,12.85,41.34,54.19,26.82,18.99,358
37,68387,6112353,71,71,3,ELA,73,71,2508.5,63.38,21.13,84.51,8.45,7.04,71
37,68080,6112445,357,357,3,ELA,85,83,2482.9,43.37,39.76,83.13,12.05,4.82,83
37,68338,6112460,206,206,3,ELA,55,53,2478.6,52.83,22.64,75.47,16.98,7.55,53
37,68338,6112478,225,225,3,ELA,97,94,2471.3,39.36,29.79,69.15,23.4,7.45,94
37,75614,6112494,529,529,3,ELA,169,165,2379.7,8.48,21.21,29.7,21.82,48.48,165
37,68338,6112726,442,442,3,ELA,155,153,2503.8,64.71,18.95,83.66,9.8,6.54,153
37,67991,6112890,1451,1451,8,ELA,521,499,2603.6,29.06,36.47,65.53,22.65,11.82,499
37,68023,6113021,496,494,3,ELA,110,107,2433.3,28.97,27.1,56.07,19.63,24.3,107
37,68338,6113211,62,62,3,ELA,24,24,2380.5,4.17,20.83,25,25,50,24
37,76851,6113468,47,47,3,ELA,17,16,2399.3,18.75,12.5,31.25,37.5,31.25,16
37,68338,6114060,993,992,8,ELA,330,321,2511.8,7.17,23.68,30.84,25.23,43.93,321
37,73791,6114169,384,384,3,ELA,126,123,2450.8,39.02,21.14,60.16,25.2,14.63,123
37,68411,6114276,1729,1728,8,ELA,929,913,2597.6,24.53,40.42,64.95,20.59,14.46,913
37,68338,6114292,180,180,3,ELA,62,59,2398.4,13.56,20.34,33.9,30.51,35.59,59
37,68338,6114300,220,220,3,ELA,74,73,2346.4,5.48,8.22,13.7,30.14,56.16,73
37,68338,6114375,479,479,3,ELA,176,176,2374.5,8.52,15.91,24.43,28.98,46.59,176
37,68296,6114854,283,283,3,ELA,95,91,2455.9,36.26,28.57,64.84,23.08,12.09,91
37,73569,6115299,221,221,3,ELA,64,61,2396.3,13.11,21.31,34.43,26.23,39.34,61
37,73569,6115299,221,221,8,ELA,26,26,2581.6,19.23,42.31,61.54,19.23,19.23,26
37,67983,6115315,96,96,8,ELA,28,28,2531.9,7.14,21.43,28.57,35.71,35.71,28
37,68338,6115331,1589,1589,8,ELA,578,573,2636,41.19,37,78.18,16.06,5.76,573
37,73791,6115349,292,292,3,ELA,99,98,2420.2,21.43,27.55,48.98,24.49,26.53,98
37,68338,6115570,149,149,3,ELA,25,25,2461.6,40,24,64,24,12,25
37,68338,6115570,149,149,8,ELA,25,24,2632,29.17,54.17,83.33,16.67,0,24
37,68056,6115620,297,297,3,ELA,68,67,2475.3,46.27,28.36,74.63,14.93,10.45,67
37,68023,6115646,338,338,3,ELA,81,81,2435.5,30.86,18.52,49.38,28.4,22.22,81
37,68023,6115778,837,836,3,ELA,143,143,2430.4,28.17,17.61,45.77,32.39,21.83,142
37,68023,6115778,837,836,8,ELA,119,119,2615.3,23.53,55.46,78.99,15.97,5.04,119
37,68023,6115778,837,836,11,ELA,81,77,2650.1,41.56,42.86,84.42,7.79,7.79,77
37,68395,6116008,517,517,3,ELA,119,116,2365.1,6.9,12.07,18.97,32.76,48.28,116
37,73791,6116206,525,525,3,ELA,185,182,2485.2,52.75,22.53,75.27,15.93,8.79,182
37,68023,6116396,375,375,3,ELA,76,75,2470.6,49.33,24,73.33,13.33,13.33,75
37,68114,6116420,301,301,3,ELA,73,72,2440.6,23.61,43.06,66.67,16.67,16.67,72
37,73551,6116578,429,429,3,ELA,146,134,2540.5,79.85,16.42,96.27,3.73,0,134
37,68098,6116776,899,859,3,ELA,126,118,2413.3,21.19,21.19,42.37,26.27,31.36,118
37,68098,6116776,899,859,8,ELA,200,179,2600.4,25.6,41.67,67.26,21.43,11.31,168
37,68023,6116859,642,642,3,ELA,100,96,2471.8,52.08,16.67,68.75,14.58,16.67,96
37,68023,6116859,642,642,8,ELA,70,70,2659.2,48.57,38.57,87.14,10,2.86,70
37,68411,6117154,23,23,8,ELA,19,16,2476.2,0,6.25,6.25,43.75,50,16
37,68338,6117279,85,85,3,ELA,*,*,*,*,*,*,*,*,*
37,68338,6117279,85,85,8,ELA,19,17,2542.2,5.88,35.29,41.18,35.29,23.53,17
37,67991,6117295,17,17,8,ELA,*,*,*,*,*,*,*,*,*
37,68155,6117303,93,93,3,ELA,23,14,2441,42.86,14.29,57.14,14.29,28.57,14
37,68155,6117303,93,93,8,ELA,19,13,2593.6,15.38,46.15,61.54,30.77,7.69,13
37,68155,6117303,93,93,11,ELA,*,*,*,*,*,*,*,*,*
37,68346,6117352,1165,1165,8,ELA,614,603,2653.9,49.25,35.66,84.91,9.62,5.47,603
37,68296,6117469,259,259,3,ELA,84,82,2494.7,56.1,23.17,79.27,19.51,1.22,82
37,68338,6117683,189,189,3,ELA,72,72,2407,13.89,27.78,41.67,26.39,31.94,72
37,68080,6117709,352,352,3,ELA,82,81,2492.2,48.15,29.63,77.78,20.99,1.23,81
37,68056,6117923,445,445,3,ELA,110,103,2489.8,51.46,27.18,78.64,14.56,6.8,103
37,73551,6118137,1106,1106,8,ELA,392,387,2637.9,42.12,37.98,80.1,14.99,4.91,387
37,67991,6118319,29,29,3,ELA,*,*,*,*,*,*,*,*,*
37,67991,6118319,29,29,8,ELA,*,*,*,*,*,*,*,*,*
37,68023,6118970,520,520,3,ELA,145,144,2481.2,50,22.92,72.92,18.75,8.33,144
37,68023,6118988,462,462,3,ELA,104,104,2441.6,31.73,28.85,60.58,15.38,24.04,104
37,68338,6119135,361,361,3,ELA,137,133,2504.7,63.16,16.54,79.7,14.29,6.02,133
37,68338,6119168,292,292,3,ELA,50,48,2442.7,31.25,25,56.25,25,18.75,48
37,68338,6119168,292,292,8,ELA,46,46,2550.2,4.35,50,54.35,17.39,28.26,46
37,75416,6119275,32,32,8,ELA,*,*,*,*,*,*,*,*,*
37,75416,6119275,32,32,11,ELA,23,19,2533.1,0,21.05,21.05,57.89,21.05,19
37,68379,6119341,716,716,8,ELA,142,138,2611.7,32.61,40.58,73.19,13.77,13.04,138
37,68049,6119564,552,479,3,ELA,80,79,2376.8,16.42,11.94,28.36,20.9,50.75,67
37,68049,6119564,552,479,8,ELA,81,79,2557.6,15.94,31.88,47.83,23.19,28.99,69
37,68049,6119564,552,479,11,ELA,76,74,2589.1,18.03,36.07,54.1,31.15,14.75,61
37,68338,6119598,252,252,3,ELA,24,24,2325.2,0,4.17,4.17,20.83,75,24
37,68338,6119598,252,252,8,ELA,53,53,2534.6,1.89,30.19,32.08,41.51,26.42,53
37,73569,6119713,328,328,3,ELA,118,114,2415.3,17.54,24.56,42.11,31.58,26.32,114
37,68361,6120190,13,13,8,ELA,*,*,*,*,*,*,*,*,*
37,68056,6120596,371,371,3,ELA,105,99,2487.2,54.55,18.18,72.73,18.18,9.09,99
37,73551,6120711,244,244,3,ELA,81,79,2470,44.3,26.58,70.89,13.92,15.19,79
37,68403,6120893,1015,1014,3,ELA,106,97,2387.3,19.59,15.46,35.05,17.53,47.42,97
37,68403,6120893,1015,1014,8,ELA,230,204,2542.6,8.82,34.31,43.14,29.41,27.45,204
37,68403,6120893,1015,1014,11,ELA,235,206,2603.8,27.18,31.55,58.74,24.27,16.99,206
37,68189,6120901,63,63,3,ELA,14,14,2351.4,0,14.29,14.29,28.57,57.14,14
37,68189,6120901,63,63,8,ELA,*,*,*,*,*,*,*,*,*
37,68338,6120935,373,373,3,ELA,126,125,2409.8,19.2,20,39.2,28.8,32,125
37,68411,6120968,1577,1574,8,ELA,815,787,2618.1,31.38,42.98,74.36,17.73,7.91,784